prompt,layer_14,layer_13,layer_2,layer_5,layer_4,layer_3,layer_12,cfg,layer_15,layer_9,layer_0,layer_7,layer_18,layer_16,layer_11,layer_10,layer_17,layer_6,layer_1,layer_8
prompt_36,0.9882729649543762,0.9946076273918152,0.0,0.9965682029724121,0.9978939294815063,0.9940460920333862,0.993270218372345,0.9903185963630676,0.9767864942550659,0.9966851472854614,0.0,0.9963072538375854,0.993828535079956,0.9764183163642883,0.9890694320201874,0.9965896606445312,0.9923492670059204,0.9944319128990173,0.0,0.9846414029598236
prompt_1,0.988681435585022,0.9471063613891602,0.0,0.0,0.9858767986297607,0.0,0.9892306923866272,0.9842666387557983,0.9669873714447021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9822757840156555,0.0,0.0,0.9825478196144104
prompt_73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9669260382652283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_97,0.0,0.991241991519928,0.0,0.0,0.0,0.0,0.0,0.9759100675582886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_79,0.986987829208374,0.9890061020851135,0.9976259469985962,0.9903512299060822,0.9789179563522339,0.9946138262748718,0.9880300462245941,0.9939081966876984,0.994454026222229,0.9950158298015594,0.0,0.9923794567584991,0.9869992434978485,0.990595281124115,0.9921802878379822,0.9928439259529114,0.9962077140808105,0.9921806156635284,0.0,0.9953064024448395
prompt_74,0.9815313816070557,0.9851189255714417,0.0,0.9779624938964844,0.9740113019943237,0.9815746545791626,0.9632976055145264,0.9837441444396973,0.9794877171516418,0.9730246663093567,0.0,0.9880872368812561,0.9872751832008362,0.9928745031356812,0.9892812967300415,0.9698306918144226,0.980796754360199,0.981557309627533,0.0,0.984693169593811
prompt_90,0.9852862358093262,0.9181446731090546,0.0,0.9841259717941284,0.9880263805389404,0.9597133994102478,0.9941967725753784,0.0,0.9390682578086853,0.9938901662826538,0.9958578944206238,0.9620235562324524,0.9626010656356812,0.9947013258934021,0.9703128337860107,0.9573633670806885,0.9930781126022339,0.97148597240448,0.0,0.9964785575866699
prompt_6,0.9668278098106384,0.9046887755393982,0.9247446060180664,0.9392809867858887,0.9305062592029572,0.0,0.9809725880622864,0.9499377310276031,0.0,0.8864391446113586,0.0,0.9429570436477661,0.8517605066299438,0.0,0.9245404601097107,0.9961040019989014,0.9384627938270569,0.9669194221496582,0.0,0.9850515723228455
prompt_31,0.9900498390197754,0.9934251308441162,0.0,0.986775279045105,0.9907646179199219,0.9844046235084534,0.9924498200416565,0.992179274559021,0.995063066482544,0.9920336008071899,0.9844262003898621,0.9954130053520203,0.9756343364715576,0.9867567420005798,0.0,0.991626501083374,0.9879096150398254,0.9740148782730103,0.973884642124176,0.9792620837688446
prompt_46,0.9848149716854095,0.9922824501991272,0.9983661770820618,0.9940561354160309,0.0,0.9915277063846588,0.9943210780620575,0.9920072555541992,0.9909913539886475,0.990193784236908,0.0,0.9914765954017639,0.9655133485794067,0.9891431033611298,0.9961822628974915,0.9942120015621185,0.0,0.0,0.9742879867553711,0.9967175126075745
prompt_83,0.0,0.0,0.9944195747375488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8861802816390991,0.0,0.0,0.9702317714691162,0.0,0.0,0.0,0.0
prompt_89,0.9959000945091248,0.9247789978981018,0.984254002571106,0.9828620553016663,0.0,0.8767666220664978,0.9968003332614899,0.9927213788032532,0.836037665605545,0.9468673169612885,0.0,0.9950902163982391,0.9922285079956055,0.0,0.9956804513931274,0.987736165523529,0.9969747066497803,0.8667919337749481,0.0,0.998047411441803
prompt_67,0.9995085597038269,0.9816699922084808,0.0,0.9080187678337097,0.8927754461765289,0.0,0.9682497084140778,0.8828088641166687,0.9927031993865967,0.982025146484375,0.0,0.8161049783229828,0.9816057682037354,0.9604490399360657,0.9988534450531006,0.9901506900787354,0.9200579524040222,0.989441990852356,0.9877686500549316,0.7933602333068848
prompt_10,0.9746147394180298,0.9754429161548615,0.9412505030632019,0.9666968882083893,0.9796208441257477,0.9719396531581879,0.9624785780906677,0.9794310331344604,0.9800972938537598,0.97098708152771,0.9924548864364624,0.9672490358352661,0.9721152484416962,0.9588679671287537,0.9491635859012604,0.9778704345226288,0.9623322486877441,0.9733303487300873,0.9959549307823181,0.9606213569641113
prompt_28,0.8047987818717957,0.9653439223766327,0.8142106235027313,0.9603782296180725,0.8884125649929047,0.9868899583816528,0.9536999464035034,0.9871000051498413,0.7980184555053711,0.9759356081485748,0.0,0.9900783896446228,0.9909849762916565,0.9828193187713623,0.9823596477508545,0.9402981102466583,0.867486298084259,0.9578177034854889,0.0,0.9875312447547913
prompt_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988206028938293,0.0,0.0,0.0,0.0,0.9979902505874634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_55,0.9912432432174683,0.9803257584571838,0.9746838808059692,0.9803169369697571,0.96335369348526,0.9903878271579742,0.9706363081932068,0.9581713676452637,0.96161288022995,0.933517336845398,0.0,0.9926018118858337,0.9707541465759277,0.9811717867851257,0.9797106385231018,0.9928972721099854,0.9075555801391602,0.9697645902633667,0.0,0.9613851308822632
