prompt,layer_8,layer_6,layer_1,layer_20,layer_27,layer_12,layer_15,layer_0,layer_7,layer_9,layer_14,layer_13,layer_26,layer_21,layer_19,layer_10,layer_17,layer_22,layer_25,layer_4,layer_3,cfg,layer_24,layer_23,layer_16,layer_11,layer_18,layer_2,layer_5
prompt_70,0.9737966656684875,0.9128336310386658,0.0,0.9215222597122192,0.0,0.0,0.0,0.0,0.0,0.9846620559692383,0.997466504573822,0.0,0.0,0.9567072987556458,0.9797830581665039,0.0,0.910295844078064,0.998348593711853,0.9879196286201477,0.9833464026451111,0.0,0.9844250082969666,0.9852755069732666,0.9819956421852112,0.9951069951057434,0.9893054962158203,0.9983094930648804,0.0,0.9936946630477905
prompt_94,0.989655077457428,0.8110724687576294,0.0,0.8729489147663116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8312074542045593,0.0,0.0,0.0,0.0,0.9293515682220459,0.8455818891525269,0.0,0.0,0.0,0.0,0.0,0.9829727411270142,0.0,0.0,0.0,0.0,0.0
prompt_42,0.9944549202919006,0.9937247633934021,0.0,0.9901755452156067,0.0,0.9943445026874542,0.9953299760818481,0.0,0.9816010594367981,0.9964399337768555,0.9928217530250549,0.0,0.0,0.9880923628807068,0.9936790466308594,0.9940921366214752,0.9855378270149231,0.970668375492096,0.0,0.9946504235267639,0.9536397457122803,0.9925111532211304,0.9921848177909851,0.9978231191635132,0.9912213087081909,0.9958555102348328,0.9960206747055054,0.0,0.9953041970729828
prompt_35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9778701066970825,0.0,0.8920978903770447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990415632724762,0.0,0.0,0.0,0.0,0.0
prompt_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689981937408447,0.9452348351478577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_46,0.0,0.9986243844032288,0.0,0.0,0.0,0.9515456557273865,0.9764903783798218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9760806560516357,0.9952784776687622,0.9986364841461182,0.0,0.0,0.0,0.9753459692001343,0.0,0.9971368908882141,0.0,0.9899437129497528,0.0,0.0,0.0,0.7609708309173584
prompt_31,0.0,0.0,0.6429063081741333,0.0,0.0,0.0,0.0,0.9331579208374023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_1,0.9857415556907654,0.9858143925666809,0.625136137008667,0.9784228205680847,0.0,0.0,0.8756737112998962,0.0,0.0,0.0,0.0,0.9486152529716492,0.0,0.0,0.8186733722686768,0.0,0.0,0.950006902217865,0.0,0.0,0.9729908108711243,0.0,0.0,0.8368498086929321,0.0,0.0,0.6144073009490967,0.0,0.994359016418457
prompt_90,0.0,0.9988727569580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9938529133796692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960808157920837,0.0,0.0,0.0,0.0,0.9871826171875,0.0,0.0,0.0,0.9953785538673401
prompt_74,0.9747133553028107,0.9903053045272827,0.0,0.9776740670204163,0.0,0.9777679741382599,0.9949341416358948,0.0,0.9942601919174194,0.9912143647670746,0.9610632658004761,0.9552055299282074,0.0,0.9857421219348907,0.9860202670097351,0.9854539334774017,0.9712089896202087,0.9769906103610992,0.96989905834198,0.9777341783046722,0.9975563287734985,0.9890276789665222,0.9951907992362976,0.9823893010616302,0.9738119542598724,0.9903307557106018,0.991089940071106,0.0,0.9867714643478394
prompt_55,0.8769122958183289,0.9850394129753113,0.8528254330158234,0.9965184330940247,0.0,0.9822805523872375,0.9897043108940125,0.9397768378257751,0.0,0.7379060983657837,0.9796535968780518,0.9878273010253906,0.0,0.9837124943733215,0.9806108474731445,0.8953079879283905,0.9435319900512695,0.8191608190536499,0.0,0.9860786199569702,0.9574791491031647,0.9653017222881317,0.9754668176174164,0.9520731866359711,0.700776219367981,0.9607293009757996,0.980810821056366,0.0,0.9630081057548523
prompt_22,0.9969862401485443,0.9937252700328827,0.0,0.9956567883491516,0.0,0.9949387311935425,0.9951848685741425,0.9384342432022095,0.9956713616847992,0.9922906458377838,0.9957002401351929,0.9959216117858887,0.0,0.9958112239837646,0.9966045618057251,0.9940895438194275,0.9316065609455109,0.9652068018913269,0.0,0.9951044321060181,0.9954348802566528,0.9638444483280182,0.997277557849884,0.9676201939582825,0.9967202842235565,0.9978057444095612,0.9941789507865906,0.0,0.9953540563583374
prompt_28,0.9557997286319733,0.9889878034591675,0.0,0.9244257211685181,0.0,0.9155448079109192,0.9520762860774994,0.0,0.9482620656490326,0.9443454444408417,0.9683561623096466,0.9642069935798645,0.0,0.9901122748851776,0.9585936963558197,0.9667647778987885,0.9695720076560974,0.6962641775608063,0.9872328042984009,0.9463466703891754,0.8953613042831421,0.9697898030281067,0.959402322769165,0.9042918086051941,0.9731867611408234,0.9605195820331573,0.8979015946388245,0.0,0.8953425288200378
prompt_10,0.8019274175167084,0.896818995475769,0.0,0.0,0.0,0.9803435802459717,0.90743488073349,0.0,0.9256479442119598,0.9469565749168396,0.9806325137615204,0.8159787356853485,0.0,0.9657001197338104,0.9871540367603302,0.889843612909317,0.9386443495750427,0.8676211833953857,0.0,0.9714941382408142,0.9975633025169373,0.9533898532390594,0.7428778111934662,0.9890069961547852,0.9886240661144257,0.944300502538681,0.9182541370391846,0.0,0.9836198687553406
prompt_67,0.9954239130020142,0.9975339770317078,0.0,0.9686386585235596,0.0,0.0,0.9951693415641785,0.0,0.9925253987312317,0.9805609583854675,0.0,0.9195020794868469,0.0,0.9508854150772095,0.9926108717918396,0.9702271819114685,0.0,0.9949551224708557,0.0,0.9871840476989746,0.9843666851520538,0.9670224785804749,0.9895139932632446,0.9491163492202759,0.9539940357208252,0.9930030703544617,0.9955660998821259,0.0,0.990708202123642
prompt_89,0.9498549103736877,0.0,0.934731662273407,0.9085543155670166,0.0,0.9677515029907227,0.0,0.0,0.0,0.0,0.0,0.9870801568031311,0.0,0.9182896614074707,0.0,0.9420497417449951,0.0,0.923496425151825,0.0,0.0,0.9516604542732239,0.0,0.0,0.9001927971839905,0.0,0.0,0.9387478828430176,0.0,0.0
prompt_83,0.995204508304596,0.0,0.0,0.0,0.0,0.0,0.9808586239814758,0.0,0.9771092534065247,0.0,0.0,0.0,0.0,0.9715224504470825,0.0,0.0,0.9979916214942932,0.9905174970626831,0.9658533334732056,0.0,0.9885171353816986,0.0,0.0,0.0,0.9959661960601807,0.9962185025215149,0.0,0.0,0.9614759683609009
prompt_60,0.0,0.9848409295082092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9915928244590759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_17,0.9714447855949402,0.7935765385627747,0.7645787000656128,0.9124781489372253,0.0,0.9473896026611328,0.969045877456665,0.9894314408302307,0.9883370995521545,0.9700742959976196,0.9776281118392944,0.9853426814079285,0.0,0.9574264287948608,0.6080017685890198,0.9820278882980347,0.9704893827438354,0.9643069505691528,0.0,0.9890583157539368,0.9122985601425171,0.9730873107910156,0.9350407123565674,0.9510940313339233,0.9379210472106934,0.983931303024292,0.905173659324646,0.0,0.8232277631759644
prompt_84,0.9964777827262878,0.9981593191623688,0.0,0.9914957880973816,0.0,0.9971446394920349,0.997004508972168,0.0,0.9977959394454956,0.992203950881958,0.9967579245567322,0.9940636157989502,0.0,0.0,0.9968570172786713,0.9956008195877075,0.9963181614875793,0.9901642799377441,0.0,0.9970112442970276,0.0,0.0,0.9672030806541443,0.9953601062297821,0.9953651428222656,0.9974128007888794,0.9964883923530579,0.0,0.9911516904830933
prompt_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_52,0.0,0.0,0.0,0.9427490830421448,0.0,0.7401479482650757,0.8295673727989197,0.700623631477356,0.6104415655136108,0.0,0.9798688888549805,0.983266294002533,0.0,0.8914406895637512,0.0,0.0,0.9834358096122742,0.0,0.0,0.0,0.9626582264900208,0.8655815124511719,0.9347071051597595,0.0,0.8462756872177124,0.9294490218162537,0.9217945337295532,0.0,0.9504227638244629
prompt_58,0.98285773396492,0.9351150691509247,0.0,0.9964410066604614,0.0,0.9798518419265747,0.9938319027423859,0.0,0.9954093098640442,0.9898275434970856,0.993794858455658,0.993928462266922,0.0,0.9954765141010284,0.9922021627426147,0.9860709309577942,0.9949250519275665,0.0,0.0,0.8976695239543915,0.9981551766395569,0.9938047528266907,0.9201920032501221,0.9905999302864075,0.9940145015716553,0.9947213530540466,0.9881236553192139,0.0,0.9893324077129364
prompt_79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995455801486969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_97,0.7467643022537231,0.7172799110412598,0.9944104552268982,0.9201568961143494,0.0,0.8032050132751465,0.7508270740509033,0.0,0.815959095954895,0.8173544406890869,0.8247267603874207,0.7187143564224243,0.0,0.8836185932159424,0.7977060079574585,0.8860375285148621,0.9210083484649658,0.9281780123710632,0.5537230968475342,0.761183500289917,0.9216225743293762,0.9289830923080444,0.9255576729774475,0.8510105013847351,0.7898545861244202,0.7748571038246155,0.6347939968109131,0.0,0.9188228845596313
prompt_73,0.9553942680358887,0.0,0.9981706142425537,0.9914860129356384,0.0,0.0,0.959126889705658,0.0,0.9729978442192078,0.0,0.0,0.9960857033729553,0.0,0.0,0.0,0.9897512197494507,0.9189399480819702,0.0,0.0,0.0,0.9935182332992554,0.8198839426040649,0.9970155358314514,0.8888126015663147,0.0,0.993190348148346,0.9912132024765015,0.0,0.0
prompt_6,0.9983384609222412,0.9968854784965515,0.0,0.9991582632064819,0.0,0.985876202583313,0.9972132444381714,0.0,0.9949795603752136,0.9708996415138245,0.0,0.992810845375061,0.0,0.9971544742584229,0.9955275654792786,0.9957423508167267,0.0,0.0,0.9946803748607635,0.0,0.0,0.0,0.0,0.0,0.9979568719863892,0.0,0.9972357749938965,0.0,0.0
prompt_36,0.9778692722320557,0.9979828596115112,0.9918797612190247,0.0,0.0,0.9980486035346985,0.0,0.0,0.9968770146369934,0.0,0.0,0.0,0.0,0.0,0.9390116333961487,0.9872299432754517,0.0,0.0,0.0,0.7171571254730225,0.999056875705719,0.0,0.0,0.0,0.0,0.9947739243507385,0.9915239214897156,0.0,0.9938517808914185
prompt_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9582632184028625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
