prompt,layer_4,layer_3,layer_22,layer_17,layer_10,layer_19,layer_2,cfg,layer_5,layer_18,layer_11,layer_16,layer_23,layer_15,layer_12,layer_20,layer_6,layer_1,layer_8,layer_21,layer_13,layer_14,layer_9,layer_0,layer_7
prompt_77,0.0,0.8494658470153809,0.0,0.0,0.9202984571456909,0.9981891512870789,0.0,0.0,0.9953246712684631,0.0,0.0,0.8397983908653259,0.0,0.0,0.0,0.0,0.9955800771713257,0.8981760144233704,0.0,0.0,0.9886139631271362,0.9814460277557373,0.8907428085803986,0.0,0.8693339824676514
prompt_93,0.0,0.9841165542602539,0.0,0.0,0.0,0.0,0.5230073928833008,0.9458521008491516,0.0,0.8465805053710938,0.0,0.0,0.0,0.9381535053253174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6257729530334473,0.0,0.0,0.0
prompt_45,0.9969369769096375,0.9747404456138611,0.0,0.9920259714126587,0.9925477504730225,0.9530346393585205,0.7387762069702148,0.0,0.9833543002605438,0.9731813669204712,0.9893145859241486,0.9907933473587036,0.0,0.8918087482452393,0.9610779583454132,0.7815628945827484,0.9933555722236633,0.0,0.9955094754695892,0.9859219193458557,0.925629198551178,0.9655143916606903,0.9803856015205383,0.0,0.9961802363395691
prompt_32,0.9972164630889893,0.9992251396179199,0.992928147315979,0.9594961404800415,0.9972018003463745,0.9951605200767517,0.9980786442756653,0.9978156089782715,0.9898295998573303,0.9955642223358154,0.9969391226768494,0.9964284896850586,0.0,0.9977098107337952,0.9988313913345337,0.9920164346694946,0.9928979873657227,0.9127928018569946,0.9920374751091003,0.0,0.99589604139328,0.9974826574325562,0.999312162399292,0.9353629350662231,0.9990895390510559
prompt_38,0.9869598150253296,0.8861317932605743,0.9992859959602356,0.9009661972522736,0.990820050239563,0.8857525885105133,0.962765246629715,0.9764285683631897,0.9874599575996399,0.9563775658607483,0.964531660079956,0.9663205146789551,0.9980937242507935,0.8386903405189514,0.9353487193584442,0.9257137179374695,0.9796089828014374,0.7888655662536621,0.9843582808971405,0.0,0.978281557559967,0.9312376976013184,0.9766406714916229,0.0,0.9917939603328705
prompt_35,0.9430086612701416,0.5690176486968994,0.0,0.5708765983581543,0.836700975894928,0.9363889694213867,0.9265680909156799,0.9599291682243347,0.9254329800605774,0.9433489441871643,0.8124982714653015,0.9406178593635559,0.0,0.9704376459121704,0.9731624126434326,0.9558347463607788,0.9080057144165039,0.8593091368675232,0.9659741520881653,0.9746938347816467,0.8623180389404297,0.9493018984794617,0.933510422706604,0.9643423557281494,0.8035178184509277
prompt_42,0.9283571243286133,0.8487646579742432,0.7347755432128906,0.8879254460334778,0.856503814458847,0.5841847658157349,0.7850275635719299,0.7803652286529541,0.946616917848587,0.6642889976501465,0.7680538594722748,0.9369828701019287,0.0,0.759238064289093,0.9906949996948242,0.9579903781414032,0.9820619225502014,0.9919246435165405,0.938339114189148,0.6829668879508972,0.9640312194824219,0.9318617582321167,0.9863198399543762,0.0,0.8573143184185028
prompt_48,0.9836598634719849,0.0,0.0,0.9973890781402588,0.9482856392860413,0.9692046642303467,0.9682965278625488,0.9773117899894714,0.9754195213317871,0.0,0.9922948479652405,0.76857990026474,0.0,0.0,0.974151074886322,0.0,0.980612576007843,0.0,0.9041822552680969,0.5734694004058838,0.9981077909469604,0.9354183673858643,0.9914907217025757,0.0,0.9890457987785339
prompt_70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6176984310150146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_94,0.9962453246116638,0.9974795281887054,0.9910304546356201,0.9982370138168335,0.9973051249980927,0.9948165416717529,0.9956393241882324,0.9963382184505463,0.9980125725269318,0.9919433891773224,0.9987606704235077,0.9890341758728027,0.9771499037742615,0.997808188199997,0.9955390095710754,0.9950541257858276,0.9984161853790283,0.9930460453033447,0.9983497858047485,0.9883691966533661,0.9957187175750732,0.9928096234798431,0.9982872009277344,0.6435173153877258,0.9948205351829529
prompt_26,0.9964169561862946,0.9829745888710022,0.9860952794551849,0.9888171553611755,0.997399777173996,0.9465909004211426,0.9961884319782257,0.7851014733314514,0.9960804581642151,0.9987120032310486,0.992767870426178,0.9931156933307648,0.0,0.9931261539459229,0.9927980601787567,0.9897276759147644,0.9959244728088379,0.0,0.9968841075897217,0.8993323743343353,0.9942089915275574,0.9831889867782593,0.9923675358295441,0.990094006061554,0.9027062654495239
prompt_51,0.8446083068847656,0.8208203315734863,0.0,0.9002437591552734,0.8998114466667175,0.9462185502052307,0.974973738193512,0.8415195345878601,0.9782909154891968,0.8961900472640991,0.8965027928352356,0.8769606351852417,0.0,0.9335210919380188,0.8794212937355042,0.8658541440963745,0.8849872946739197,0.9529320001602173,0.8995400071144104,0.8025650978088379,0.9133579730987549,0.9076104164123535,0.9151254892349243,0.0,0.8728110790252686
prompt_0,0.568731963634491,0.816261887550354,0.91983562707901,0.5404754281044006,0.7636302709579468,0.5287470817565918,0.9015546441078186,0.5787500143051147,0.8802108764648438,0.5780067443847656,0.6068793535232544,0.8514214158058167,0.0,0.848206639289856,0.6131956577301025,0.0,0.8023724555969238,0.9513462781906128,0.8164124488830566,0.8748388886451721,0.9315738677978516,0.8145724534988403,0.878420352935791,0.9270031452178955,0.822761595249176
prompt_87,0.9910739064216614,0.9822037220001221,0.6033828854560852,0.99142125248909,0.9929267168045044,0.9500943124294281,0.9903689622879028,0.9941446781158447,0.9886214733123779,0.9819811284542084,0.9847078025341034,0.9835186302661896,0.9925670623779297,0.987543135881424,0.9927719533443451,0.9835500419139862,0.9837717413902283,0.988635390996933,0.9896271824836731,0.9925075173377991,0.9945452809333801,0.9838523864746094,0.9912723302841187,0.0,0.9932995438575745
prompt_69,0.9782969951629639,0.9782192707061768,0.0,0.9651978611946106,0.9762198328971863,0.9843060374259949,0.9721271991729736,0.9762490391731262,0.9743893146514893,0.9661456942558289,0.977948784828186,0.9817715883255005,0.0,0.9762097597122192,0.975609302520752,0.9697408676147461,0.978259265422821,0.9228633642196655,0.9802840948104858,0.9744320511817932,0.9645999670028687,0.9751899242401123,0.9719531536102295,0.9593217372894287,0.9774720072746277
prompt_63,0.9073134660720825,0.0,0.8050962686538696,0.0,0.9594313204288483,0.0,0.9770206212997437,0.8943707942962646,0.9599625766277313,0.9607319831848145,0.9619961380958557,0.9447161555290222,0.0,0.946853518486023,0.8090481162071228,0.7744932770729065,0.9820574522018433,0.0,0.9154163599014282,0.8002237677574158,0.9720180034637451,0.9015066623687744,0.9888735711574554,0.0,0.9774555563926697
prompt_14,0.0,0.0,0.0,0.0,0.9990188479423523,0.0,0.0,0.9638671278953552,0.9273375868797302,0.0,0.8185276389122009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8939558863639832,0.0,0.0
prompt_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_24,0.9915315806865692,0.9943343102931976,0.9705596566200256,0.9956509470939636,0.8169648349285126,0.9821438789367676,0.963519960641861,0.9702480137348175,0.9753551185131073,0.9242865145206451,0.9968273341655731,0.9771049618721008,0.0,0.7483199834823608,0.991969108581543,0.9713370203971863,0.9877961277961731,0.9947077631950378,0.9588912725448608,0.9714557230472565,0.9937933683395386,0.9940335154533386,0.9711294174194336,0.9988157153129578,0.9884373247623444
prompt_53,0.9769599437713623,0.9545124173164368,0.0,0.0,0.9534474015235901,0.0,0.869415819644928,0.9782134294509888,0.861791729927063,0.90470290184021,0.9667245149612427,0.0,0.0,0.5657973289489746,0.0,0.0,0.925372838973999,0.6148338317871094,0.9018486142158508,0.9476505517959595,0.0,0.0,0.8826828002929688,0.0,0.0
prompt_85,0.9293062686920166,0.9360763430595398,0.0,0.8994389772415161,0.9228637218475342,0.9009193778038025,0.930625319480896,0.9366957545280457,0.9323615431785583,0.7618406414985657,0.9301065802574158,0.9147933125495911,0.0,0.9033974409103394,0.9176280498504639,0.0,0.9385024309158325,0.7518630623817444,0.9372386336326599,0.9125887155532837,0.9221442937850952,0.9353968501091003,0.8959406614303589,0.9505603313446045,0.9353373646736145
prompt_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_16,0.9896450042724609,0.9891021251678467,0.0,0.0,0.0,0.9021249413490295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848001003265381,0.0,0.0,0.0,0.0,0.0,0.9770358800888062,0.8981283903121948,0.0,0.0
prompt_8,0.6779005527496338,0.0,0.992859810590744,0.0,0.9759123921394348,0.0,0.9682855010032654,0.6766611337661743,0.0,0.9112995862960815,0.9796275496482849,0.9428564310073853,0.6221046447753906,0.9788548946380615,0.9950511455535889,0.9946291446685791,0.9045605063438416,0.0,0.9939640164375305,0.5485951900482178,0.0,0.0,0.7562717795372009,0.7527248859405518,0.9896295666694641
prompt_2,0.0,0.9967901110649109,0.0,0.9993389844894409,0.0,0.0,0.7254195809364319,0.9931638240814209,0.9992702603340149,0.0,0.9976333975791931,0.9568387269973755,0.0,0.0,0.9983888864517212,0.0,0.9988874197006226,0.9757542014122009,0.9997396469116211,0.0,0.0,0.0,0.9990116953849792,0.0,0.9959014058113098
prompt_37,0.9819482564926147,0.9597888588905334,0.0,0.9901006817817688,0.9622620940208435,0.9769734144210815,0.9779961109161377,0.9704524278640747,0.9724469780921936,0.9722731709480286,0.9545655250549316,0.974156379699707,0.0,0.9847294688224792,0.9705694913864136,0.9789249897003174,0.7624407708644867,0.9969120025634766,0.9460318684577942,0.9826345443725586,0.9860709309577942,0.9816181659698486,0.7695087790489197,0.998360276222229,0.9913520812988281
prompt_40,0.8974807262420654,0.7899760007858276,0.836331844329834,0.8469192981719971,0.9230074286460876,0.7038223147392273,0.7514081001281738,0.8889189958572388,0.5401899814605713,0.8094422817230225,0.847338855266571,0.6928200125694275,0.0,0.8429343700408936,0.832164466381073,0.9643934965133667,0.9055489897727966,0.0,0.8503944873809814,0.9139359593391418,0.8049706816673279,0.0,0.7626437544822693,0.0,0.9409373998641968
prompt_72,0.9827044010162354,0.9801489114761353,0.0,0.9671659469604492,0.971096396446228,0.0,0.9548227787017822,0.6205334663391113,0.0,0.0,0.0,0.0,0.0,0.0,0.9835699796676636,0.9827004671096802,0.0,0.8153690099716187,0.9235705435276031,0.0,0.0,0.0,0.9322828650474548,0.0,0.0
prompt_78,0.9991022944450378,0.9412620365619659,0.0,0.9923490285873413,0.9976145029067993,0.9943481981754303,0.9928661286830902,0.9933531284332275,0.9977245330810547,0.998419463634491,0.9964645504951477,0.9960105419158936,0.0,0.0,0.9967750906944275,0.9892537593841553,0.9881711900234222,0.0,0.9990426898002625,0.9961278736591339,0.9436352849006653,0.9947794675827026,0.9981708824634552,0.0,0.9983601272106171
prompt_96,0.8322900831699371,0.9114139676094055,0.8545513153076172,0.6231197118759155,0.8522099256515503,0.5827993154525757,0.9482313990592957,0.7648172378540039,0.9800964295864105,0.9548729658126831,0.9564418196678162,0.7063771486282349,0.0,0.7597036361694336,0.8011831939220428,0.9745556116104126,0.7003242373466492,0.849520206451416,0.8020834624767303,0.7804952561855316,0.969618022441864,0.635509729385376,0.9845913946628571,0.5237915515899658,0.9884405434131622
prompt_75,0.9951183497905731,0.9767298996448517,0.0,0.9967319965362549,0.9840563535690308,0.9976915717124939,0.982042133808136,0.9984186291694641,0.9781500697135925,0.9974292516708374,0.99164879322052,0.996478796005249,0.0,0.9970324039459229,0.8935372233390808,0.7792363166809082,0.9264453649520874,0.9813401699066162,0.981486976146698,0.813281774520874,0.969282865524292,0.9922878742218018,0.9898627698421478,0.0,0.8250074088573456
prompt_91,0.7684673964977264,0.9539937078952789,0.9079027771949768,0.9428638815879822,0.9117916226387024,0.8762187361717224,0.9718655943870544,0.9697915315628052,0.697827011346817,0.9342238306999207,0.7716783881187439,0.9770412445068359,0.0,0.0,0.8977454602718353,0.9776850342750549,0.9837735295295715,0.985704779624939,0.8923391997814178,0.9858519434928894,0.6707199215888977,0.6629036962985992,0.7725570201873779,0.0,0.9344840347766876
prompt_47,0.9555704593658447,0.9528534412384033,0.9060946106910706,0.956147313117981,0.9663501381874084,0.8985085487365723,0.9473240375518799,0.9628940224647522,0.9541101455688477,0.960017204284668,0.9668108820915222,0.9332745671272278,0.0,0.9471415877342224,0.9353494644165039,0.8873851299285889,0.95230633020401,0.8927761316299438,0.9595838189125061,0.9155092835426331,0.9306413531303406,0.9526569247245789,0.9508746862411499,0.7792930006980896,0.9708676934242249
prompt_30,0.7552891969680786,0.9287757277488708,0.0,0.9794187545776367,0.6606957316398621,0.9914137721061707,0.9814692735671997,0.9860070943832397,0.9991249442100525,0.9817442297935486,0.9757697582244873,0.8828787207603455,0.0,0.8968983292579651,0.9255048036575317,0.9978758096694946,0.904095470905304,0.9584445953369141,0.9624894857406616,0.9949620366096497,0.9961810111999512,0.7771430015563965,0.9661400318145752,0.0,0.916924774646759
prompt_5,0.9665994644165039,0.0,0.8460506796836853,0.0,0.990695595741272,0.9450214207172394,0.8939579129219055,0.0,0.9800474047660828,0.9697027802467346,0.0,0.0,0.0,0.0,0.9735442399978638,0.0,0.0,0.0,0.0,0.9905730485916138,0.6839759349822998,0.0,0.0,0.0,0.0
prompt_82,0.964536726474762,0.7753881514072418,0.0,0.9817852973937988,0.7217485904693604,0.0,0.9571835994720459,0.9818693995475769,0.7723712921142578,0.0,0.0,0.7862575054168701,0.0,0.8994811773300171,0.9590772986412048,0.7306400537490845,0.9799144864082336,0.82582688331604,0.8868533968925476,0.0,0.99628084897995,0.8845869898796082,0.9605793952941895,0.0,0.6519975662231445
prompt_11,0.0,0.0,0.9674464464187622,0.6765445470809937,0.9943373203277588,0.9861536026000977,0.0,0.8420277535915375,0.9947929382324219,0.9721432626247406,0.9755750298500061,0.0,0.0,0.8970967531204224,0.9725793600082397,0.8971619009971619,0.9940784573554993,0.8661198616027832,0.992575615644455,0.9911891222000122,0.9934700727462769,0.9650053977966309,0.981815755367279,0.0,0.7074328362941742
prompt_66,0.674148678779602,0.742406964302063,0.0,0.9619165658950806,0.6744178533554077,0.976741373538971,0.5498690605163574,0.6174378991127014,0.6204319596290588,0.5814353227615356,0.8521896600723267,0.0,0.0,0.8419164419174194,0.6737037301063538,0.0,0.5992621183395386,0.0,0.8928837776184082,0.735586404800415,0.6594258546829224,0.0,0.9069498181343079,0.0,0.7380352020263672
