prompt,layer_10,layer_17,layer_19,layer_6,layer_1,layer_22,layer_8,cfg,layer_9,layer_23,layer_0,layer_7,layer_18,layer_16,layer_11,layer_20,layer_4,layer_3,layer_12,layer_15,layer_14,layer_13,layer_2,layer_5,layer_21
prompt_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9949091076850891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_94,0.7266266345977783,0.0,0.9017056822776794,0.0,0.0,0.0,0.6618466377258301,0.0,0.0,0.0,0.990172952413559,0.0,0.9558366537094116,0.0,0.0,0.0,0.8707213997840881,0.0,0.0,0.0,0.0,0.0,0.0,0.949182778596878,0.0
prompt_70,0.9898985922336578,0.9887019395828247,0.9932531714439392,0.9921965599060059,0.9961459040641785,0.9829352498054504,0.9927793741226196,0.9941407740116119,0.985964298248291,0.9485341608524323,0.0,0.9892539083957672,0.9870404005050659,0.9821919798851013,0.9908049404621124,0.9909821152687073,0.9866929352283478,0.9929449260234833,0.9913499057292938,0.9903994500637054,0.9892563223838806,0.9904003739356995,0.9903699159622192,0.9805386662483215,0.9957384765148163
prompt_51,0.9793910384178162,0.999450147151947,0.9830042123794556,0.9950041770935059,0.9965117573738098,0.0,0.0,0.9972015619277954,0.0,0.0,0.9870461821556091,0.9998411536216736,0.0,0.0,0.0,0.0,0.995560348033905,0.9975916743278503,0.9872937202453613,0.0,0.0,0.9981367588043213,0.9993059039115906,0.9985676407814026,0.0
prompt_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_14,0.9910602569580078,0.0,0.0,0.0,0.0,0.0,0.0,0.9887981414794922,0.9903551936149597,0.0,0.0,0.9637200236320496,0.9904031157493591,0.0,0.9647327661514282,0.0,0.9917259812355042,0.9437505006790161,0.9901478886604309,0.9835252165794373,0.9955966472625732,0.0,0.9876260161399841,0.9891811609268188,0.0
prompt_63,0.8249330520629883,0.8676624298095703,0.975212037563324,0.8962664306163788,0.8986810743808746,0.0,0.9251565337181091,0.5216069221496582,0.9807879328727722,0.0,0.0,0.9516673386096954,0.8598486185073853,0.9251375794410706,0.9616581201553345,0.9558402001857758,0.9137057065963745,0.8949728012084961,0.859502375125885,0.931290864944458,0.6152850389480591,0.6335510015487671,0.9238148927688599,0.9924565553665161,0.7036393582820892
prompt_69,0.9980250597000122,0.9471759796142578,0.0,0.9993830323219299,0.9969499707221985,0.0,0.9989054799079895,0.0,0.0,0.0,0.0,0.9948106408119202,0.9988060593605042,0.9984079003334045,0.998523473739624,0.9986766576766968,0.0,0.0,0.9982145428657532,0.9849573969841003,0.0,0.9991282224655151,0.9986590147018433,0.9903963208198547,0.9958064556121826
prompt_87,0.9262561798095703,0.8647162616252899,0.0,0.8857894539833069,0.0,0.0,0.888893336057663,0.9917219877243042,0.8582314848899841,0.0,0.8359381556510925,0.9662265479564667,0.9926321506500244,0.0,0.8630176782608032,0.0,0.0,0.0,0.8878230452537537,0.0,0.0,0.9767119884490967,0.6280016303062439,0.7326551675796509,0.5446518063545227
prompt_64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_13,0.9887535870075226,0.978968471288681,0.9961964190006256,0.9826689064502716,0.9870575070381165,0.0,0.9951360821723938,0.9921327829360962,0.9884284436702728,0.0,0.9763137102127075,0.9497738182544708,0.9956492483615875,0.9937205612659454,0.987320750951767,0.9664516448974609,0.9860110282897949,0.9885161221027374,0.9893088936805725,0.9888787865638733,0.9916378259658813,0.9862766861915588,0.7834624648094177,0.953237771987915,0.0
prompt_80,0.8650704622268677,0.0,0.0,0.0,0.0,0.0,0.602225661277771,0.0,0.9621502757072449,0.0,0.0,0.9844636917114258,0.0,0.0,0.7892732620239258,0.0,0.0,0.0,0.0,0.0,0.0,0.904524564743042,0.5391002893447876,0.6155691146850586,0.0
prompt_19,0.0,0.0,0.0,0.0,0.9933911561965942,0.0,0.9927670359611511,0.0,0.0,0.0,0.0,0.0,0.0,0.5991655588150024,0.9832816123962402,0.9359948635101318,0.0,0.9869377613067627,0.0,0.5444478988647461,0.0,0.9635632634162903,0.0,0.0,0.0
prompt_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_56,0.0,0.0,0.858523428440094,0.8516292572021484,0.0,0.0,0.9770735502243042,0.0,0.0,0.0,0.9196725487709045,0.771253228187561,0.9476876854896545,0.0,0.0,0.8336973488330841,0.0,0.9943302273750305,0.9920246601104736,0.0,0.0,0.0,0.5493907332420349,0.9899383187294006,0.0
prompt_0,0.993445873260498,0.0,0.992495596408844,0.0,0.9901079535484314,0.0,0.0,0.0,0.0,0.0,0.9990114569664001,0.0,0.9852123260498047,0.0,0.0,0.0,0.0,0.9927654266357422,0.9709755778312683,0.0,0.986068069934845,0.0,0.0,0.0,0.0
prompt_93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084996342658997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_77,0.8911489546298981,0.9788034558296204,0.9935690760612488,0.9094129204750061,0.9950346946716309,0.0,0.9849506616592407,0.9596176743507385,0.9763211011886597,0.0,0.975850522518158,0.6678987145423889,0.7308489084243774,0.9930989742279053,0.8441354036331177,0.9766501784324646,0.9914113879203796,0.9883787035942078,0.8798487782478333,0.9762069582939148,0.9777913093566895,0.9826337397098541,0.8813605308532715,0.7902395725250244,0.9509381055831909
prompt_99,0.0,0.0,0.0,0.8992155194282532,0.9691302180290222,0.0,0.0,0.0,0.5896934270858765,0.0,0.0,0.0,0.9966174960136414,0.9862635731697083,0.9492649435997009,0.0,0.9090149998664856,0.9823258519172668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_38,0.9973743855953217,0.9962645769119263,0.9968449175357819,0.9966560304164886,0.9980994164943695,0.998104602098465,0.9981040954589844,0.9961767792701721,0.9981410205364227,0.0,0.9974047839641571,0.9981545507907867,0.9975871741771698,0.997879832983017,0.9964249730110168,0.996376633644104,0.9964179396629333,0.9990484416484833,0.9969984591007233,0.9969130456447601,0.9976141452789307,0.9966826736927032,0.9970271587371826,0.9986714422702789,0.9978001117706299
prompt_32,0.7806776762008667,0.9588695168495178,0.0,0.0,0.9927436113357544,0.0,0.6229845285415649,0.0,0.0,0.0,0.0,0.9813092947006226,0.983157217502594,0.8925864100456238,0.6935510039329529,0.0,0.0,0.9903730154037476,0.902315616607666,0.0,0.0,0.0,0.9536698460578918,0.8759831190109253,0.0
prompt_45,0.9262480735778809,0.0,0.0,0.9276931285858154,0.9798610806465149,0.0,0.9225407838821411,0.9063332080841064,0.9637145400047302,0.0,0.6255302429199219,0.968196451663971,0.5311059951782227,0.905619204044342,0.9791523218154907,0.0,0.0,0.6999198198318481,0.0,0.0,0.0,0.931093692779541,0.9866085946559906,0.9889746308326721,0.9676986932754517
